Order	Family	Genus	Binomial	Age.at.Sexual.Maturity	Litter.per.year	Litter.Size	Max.Longevity..Days.	Adult.Body.Mass..g.	Age.at.first.Reproduciton
Artiodactyla	Bovidae	Addax	Addax nasomaculatus	947.495	1	1	112434.6	94700	1066.86
Artiodactyla	Bovidae	Aepyceros	Aepyceros melampus	394.41	1	1	77745	52300	730
Artiodactyla	Bovidae	Alcelaphus	Alcelaphus buselaphus	696.83	1.065	1	87600	164000	927.7
Artiodactyla	Cervidae	Alces	Alces alces	547.49	1.7	1.25	118260	481000	1046.515
Artiodactyla	Bovidae	Ammotragus	Ammotragus lervia	456.25	2	1.32	91980	93200	407.58
Artiodactyla	Bovidae	Antidorcas	Antidorcas marsupialis	279.01	1.05	1	87600	33200	500.475
Artiodactyla	Antilocapridae	Antilocapra	Antilocapra americana	457.8	1	2	52560	46900	365
Artiodactyla	Bovidae	Antilope	Antilope cervicapra	986.1	2	1	88695	35900	669.16
Artiodactyla	Cervidae	Axis	Axis axis	462.75	1.01	1	91104	69500	913
Artiodactyla	Cervidae	Axis	Axis kuhlii	304.36	1.3	1	8358.5	55000	426
Artiodactyla	Suidae	Babyrousa	Babyrousa babyrussa	345.19	1.5	1.5	105120	91700	517.25
Artiodactyla	Bovidae	Bison	Bison bison	751.99	1	1	144540	620000	1095
Artiodactyla	Bovidae	Bison	Bison bonasus	730	1	1	118260	673000	1068.38
Artiodactyla	Bovidae	Bos	Bos javanicus	693.99	1	1.22	116420.4	627000	912.5
Artiodactyla	Bovidae	Boselaphus	Boselaphus tragocamelus	815	1.05	1.5	95046	181000	912.5
Artiodactyla	Bovidae	Bubalus	Bubalus depressicornis	657.98	1	1	158030.4	255000	1042.575
Artiodactyla	Bovidae	Bubalus	Bubalus mindorensis	657.98	1	1	122640	251000	914
Artiodactyla	Bovidae	Bubalus	Bubalus quarlesi	657.98	1	1	98550	180000	802
Artiodactyla	Bovidae	Budorcas	Budorcas taxicolor	807.96	1	1	85760.4	291000	730
Artiodactyla	Bovidae	Capra	Capra caucasica	732.49	1	1	83570.4	63300	851
Artiodactyla	Bovidae	Capra	Capra cylindricornis	879.28	1	1	96360	57500	914
Artiodactyla	Bovidae	Capra	Capra ibex	758.52	0.8	1	97674	69300	912.5
Artiodactyla	Bovidae	Capra	Capra nubiana	1036.885	0.8	1	74460	47600	730
Artiodactyla	Bovidae	Capra	Capra sibirica	1169.062	0.8	1.18	97455	130000	730
Artiodactyla	Bovidae	Capra	Capra walie	657.625	0.8	1	8139.5	99400	426
Artiodactyla	Cervidae	Capreolus	Capreolus capreolus	391.76	1.05	1.76	74460	22400	730
Artiodactyla	Cervidae	Capreolus	Capreolus pygargus	769.84	1	2	6387.5	41000	1200.84
Artiodactyla	Cervidae	Cervus	Cervus albirostris	730.366	1	1	78840	161000	654
Artiodactyla	Cervidae	Cervus	Cervus elaphus	549.36	0.905	1	117384	240000	993.71
Artiodactyla	Cervidae	Cervus	Cervus nippon	451.11	1	1	111339.6	53000	1095
Artiodactyla	Bovidae	Connochaetes	Connochaetes taurinus	730	1	1	94170	196000	730
Artiodactyla	Cervidae	Dama	Dama dama	466.48	1	1	109500	56200	1095
Artiodactyla	Cervidae	Dama	Dama mesopotamica	543.28	1	1.07	9125	74400	749
Artiodactyla	Bovidae	Damaliscus	Damaliscus lunatus	682.78	0.585	1	78840	131000	912.5
Artiodactyla	Bovidae	Damaliscus	Damaliscus pygargus	522.62	1.1	1	94914.6	76700	1003.75
Artiodactyla	Cervidae	Elaphurus	Elaphurus davidianus	1003.693	1	1	102054	165000	1186
Artiodactyla	Bovidae	Gazella	Gazella arabica	580.5	1.245	1.5	49625.4	12000	645.438
Artiodactyla	Bovidae	Gazella	Gazella bennettii	561.055	1.1	1.22	8650.5	18900	456
Artiodactyla	Bovidae	Gazella	Gazella dorcas	525.26	1	1	76299.6	15500	836.45
Artiodactyla	Bovidae	Gazella	Gazella gazella	408.01	1.245	1	79935	21200	547.5
Artiodactyla	Bovidae	Gazella	Gazella saudiya	567.985	1	1.22	8650.5	16000	654.97
Artiodactyla	Bovidae	Gazella	Gazella spekei	366.78	1.46	1	55494.6	20000	502
Artiodactyla	Bovidae	Gazella	Gazella subgutturosa	366.24	1	1.5	87600	26700	581.18
Artiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1400.58	1	1	158994	955000	1825
Artiodactyla	Bovidae	Hemitragus	Hemitragus jemlahicus	1353.51	1	1	95484	67900	730
Artiodactyla	Hippopotamidae	Hippopotamus	Hippopotamus amphibius	1750.87	1	1	238710	1520000	1460
Artiodactyla	Bovidae	Hippotragus	Hippotragus equinus	730	1.18	1	87600	260000	1049.37
Artiodactyla	Bovidae	Hippotragus	Hippotragus leucophaeus	772	1.18	1	9453.5	150000	1013.832
Artiodactyla	Bovidae	Hippotragus	Hippotragus niger	851.66	1	1	97455	234000	983.37
Artiodactyla	Tragulidae	Hyemoschus	Hyemoschus aquaticus	274.16	1	1	61320	10800	488.9
Artiodactyla	Suidae	Hylochoerus	Hylochoerus meinertzhageni	451.85	1.1	4.47	78840	195000	532.29
Artiodactyla	Bovidae	Kobus	Kobus ellipsiprymnus	1315.58	1.1	1	87249.6	202000	1693.44
Artiodactyla	Bovidae	Kobus	Kobus kob	412.02	1.3	1	96009.6	79500	395.41
Artiodactyla	Bovidae	Kobus	Kobus megaceros	730	1	1	81774.6	85200	730
Artiodactyla	Bovidae	Kobus	Kobus vardonii	384	1.3	1	8000.8	71000	544
Artiodactyla	Camelidae	Lama	Lama guanicoe	586.19	1	1	123954	95500	700
Artiodactyla	Bovidae	Litocranius	Litocranius walleri	730	1.35	1	56940	38500	562.7
Artiodactyla	Bovidae	Madoqua	Madoqua guentheri	116.72	2	1	61320	4590	315.1
Artiodactyla	Bovidae	Madoqua	Madoqua kirkii	203.68	2	1	72270	4770	501.87
Artiodactyla	Cervidae	Mazama	Mazama americana	372.558	1	1.22	60444	20300	620
Artiodactyla	Moschidae	Moschus	Moschus moschiferus	388.79	1	1.5	5070.458335	13300	399
Artiodactyla	Cervidae	Muntiacus	Muntiacus muntjak	293.09	1.35	1	77088	17400	548.33
Artiodactyla	Cervidae	Muntiacus	Muntiacus reevesi	274.37	1.5	1	8468	13500	501.74
Artiodactyla	Bovidae	Naemorhedus	Naemorhedus baileyi	724.802	1	1.5	79935	28500	410
Artiodactyla	Bovidae	Naemorhedus	Naemorhedus caudatus	724.802	1	1	75905.4	27000	730
Artiodactyla	Bovidae	Naemorhedus	Naemorhedus goral	873.99	1	1	77088	28700	526.5
Artiodactyla	Cervidae	Odocoileus	Odocoileus hemionus	451.19	1	1.64	96360	83800	547.5
Artiodactyla	Cervidae	Odocoileus	Odocoileus virginianus	285.56	1	1.63	100740	75000	463
Artiodactyla	Giraffidae	Okapia	Okapia johnstoni	821.25	1	1	144540	230000	1397.545
Artiodactyla	Bovidae	Oreamnos	Oreamnos americanus	836.45	1	1	83964.6	71300	1095
Artiodactyla	Bovidae	Oreotragus	Oreotragus oreotragus	323.18	1.05	1	78095.4	13400	576.23
Artiodactyla	Bovidae	Oryx	Oryx dammah	594.5	1.89	1	89439.6	197000	1001.31
Artiodactyla	Bovidae	Oryx	Oryx gazella	730	1.89	1	87600	186000	866.87
Artiodactyla	Bovidae	Oryx	Oryx leucoryx	640.387	1.33	1	87600	74700	730
Artiodactyla	Bovidae	Ourebia	Ourebia ourebi	323.05	1.53	1	69335.4	17100	674.33
Artiodactyla	Bovidae	Ovibos	Ovibos moschatus	1095	0.8	1	105120	313000	1277.5
Artiodactyla	Bovidae	Ovis	Ovis ammon	490.8	1	1.5	66050.4	113000	823
Artiodactyla	Bovidae	Ovis	Ovis canadensis	622.82	1	1	105120	74600	301.5
Artiodactyla	Bovidae	Ovis	Ovis dalli	641.51	1	1	70080	69600	730
Artiodactyla	Bovidae	Ovis	Ovis nivicola	730	1	1	8760	90000	898.732
Artiodactyla	Bovidae	Ovis	Ovis vignei	831.62	1	1.5	60575.4	51800	750
Artiodactyla	Cervidae	Ozotoceros	Ozotoceros bezoarticus	304.16	1	1	7993.5	34400	567.45
Artiodactyla	Tayassuidae	Pecari	Pecari tajacu	253.84	2	2	105120	21300	473.5
Artiodactyla	Suidae	Phacochoerus	Phacochoerus aethiopicus	541.97	1.5	3.39	82344	75600	730
Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	578	1.5	3	65700	82500	578
Artiodactyla	Suidae	Potamochoerus	Potamochoerus larvatus	1096	1.1	2.73	8227.708335	68600	548
Artiodactyla	Suidae	Potamochoerus	Potamochoerus porcus	969.55	1.1	3.5	87600	70000	1234.7
Artiodactyla	Bovidae	Procapra	Procapra gutturosa	829.79	1.05	1	30660	28100	1080.53
Artiodactyla	Cervidae	Rangifer	Rangifer tarandus	644.17	1	1	88476	108000	680
Artiodactyla	Bovidae	Raphicerus	Raphicerus campestris	200.08	1.42	1	61320	11600	437.31
Artiodactyla	Bovidae	Redunca	Redunca fulvorufula	283.42	1.1	1	54005.4	28900	546.305
Artiodactyla	Bovidae	Rupicapra	Rupicapra pyrenaica	671.5	1	1	8030	30000	692
Artiodactyla	Bovidae	Rupicapra	Rupicapra rupicapra	541.09	1	1	96360	32800	1368.75
Artiodactyla	Bovidae	Saiga	Saiga tatarica	279.78	1.05	2	52560	37400	482.895
Artiodactyla	Suidae	Sus	Sus barbatus	320.64	1	6.88	5913	135000	408
Artiodactyla	Suidae	Sus	Sus cebifrons	246.74	1	4.58	6205	188000	326
Artiodactyla	Suidae	Sus	Sus philippensis	246.74	1	6.24	6205	188000	287
Artiodactyla	Suidae	Sus	Sus scrofa	304.16	1.5	4.61	91980	84500	312
Artiodactyla	Bovidae	Sylvicapra	Sylvicapra grimmia	248.04	2	1	62765.4	15500	608.33
Artiodactyla	Bovidae	Syncerus	Syncerus caffer	1460	1	1	129210	593000	1460
Artiodactyla	Bovidae	Tetracerus	Tetracerus quadricornis	502.12	1.18	1.65	47435.4	19100	365
Artiodactyla	Bovidae	Tragelaphus	Tragelaphus angasii	573.15	1.21	1	70080	87000	695.78
Artiodactyla	Bovidae	Tragelaphus	Tragelaphus eurycerus	760.31	0.715	1	85045	268000	914
Artiodactyla	Bovidae	Tragelaphus	Tragelaphus imberbis	577.91	1.31	1	82855	93300	1115.07
Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	380.77	1.5	1	56940	43300	644.15
Artiodactyla	Bovidae	Tragelaphus	Tragelaphus spekii	548.81	1	1	94170	75000	608.33
Artiodactyla	Bovidae	Tragelaphus	Tragelaphus strepsiceros	496.08	1	1	100740	205000	912.5
Artiodactyla	Tragulidae	Tragulus	Tragulus napu	134.09	1	1	71525.4	5230	250.93
Artiodactyla	Camelidae	Vicugna	Vicugna vicugna	821.25	1	1	108624	47500	1140.62
Carnivora	Felidae	Acinonyx	Acinonyx jubatus	636.19	0.7	2.99	83220	50500	1217.27
Carnivora	Ursidae	Ailuropoda	Ailuropoda melanoleuca	2100.69	0.7	1.7	131400	118000	2504.515
Carnivora	Ursidae	Ailurus	Ailurus fulgens	518.48	1	2	61320	5170	760.41
Carnivora	Viverridae	Arctictis	Arctictis binturong	875.43	2	2.57	99426	13000	840
Carnivora	Otariidae	Arctocephalus	Arctocephalus australis	1573.33	1	1	91980	68300	1970.52
Carnivora	Otariidae	Arctocephalus	Arctocephalus forsteri	2377.97	1	1	65700	101000	1825
Carnivora	Otariidae	Arctocephalus	Arctocephalus galapagoensis	1460	1	1	96360	39500	1331.689
Carnivora	Otariidae	Arctocephalus	Arctocephalus gazella	1465.47	1	1	100740	96600	1277.5
Carnivora	Otariidae	Arctocephalus	Arctocephalus pusillus	1480.71	1	1	91980	179000	1095
Carnivora	Otariidae	Arctocephalus	Arctocephalus townsendi	1824.111	1	1	105120	101000	1341.728
Carnivora	Otariidae	Arctocephalus	Arctocephalus tropicalis	1379.79	1.05	1	100740	92200	1838.025
Carnivora	Viverridae	Arctogalidia	Arctogalidia trivirgata	730	2	2.79	69350	2320	840
Carnivora	Herpestidae	Atilax	Atilax paludinosus	258.1	2	2.49	76285	3600	311.465
Carnivora	Procyonidae	Bassariscus	Bassariscus astutus	240.9	1	2.99	72270	1020	365
Carnivora	Otariidae	Callorhinus	Callorhinus ursinus	1464.98	0.5	1	153300	55700	2007
Carnivora	Canidae	Canis	Canis adustus	213.4	1.55	4.72	50005	10400	314.38
Carnivora	Canidae	Canis	Canis aureus	323.18	1.05	4.24	70080	9680	433.35
Carnivora	Canidae	Canis	Canis latrans	319.38	1	5.69	95630	12000	365
Carnivora	Canidae	Canis	Canis lupus	565.58	2	4.97	129210	35000	547.5
Carnivora	Canidae	Canis	Canis mesomelas	204.76	1	3.64	61320	8330	302.65
Carnivora	Felidae	Caracal	Caracal caracal	384.59	1.1	2.99	74460	12000	456.25
Carnivora	Canidae	Cerdocyon	Cerdocyon thous	243.4	1.9	3.09	50370	5740	335.24
Carnivora	Viverridae	Civettictis	Civettictis civetta	266.81	2.2	2.39	122640	12100	395.41
Carnivora	Mustelidae	Conepatus	Conepatus leuconotus	364.99	1.5	2.99	30660	3450	399.015
Carnivora	Hyaenidae	Crocuta	Crocuta crocuta	712.95	1	2	180018	64000	900.705
Carnivora	Herpestidae	Crossarchus	Crossarchus obscurus	242.38	2.5	3.99	39420	1390	342.42
Carnivora	Viverridae	Cryptoprocta	Cryptoprocta ferox	1095	1	2.98	87600	9500	1415
Carnivora	Canidae	Cuon	Cuon alpinus	320.75	1.05	4.39	70080	15900	435.43
Carnivora	Herpestidae	Cynictis	Cynictis penicillata	308.97	2	2.14	66576	694	406.985
Carnivora	Phocidae	Cystophora	Cystophora cristata	1095	1.05	1	153300	279000	1387
Carnivora	Mustelidae	Enhydra	Enhydra lutris	895.91	0.83	1	131400	27500	1369
Carnivora	Phocidae	Erignathus	Erignathus barbatus	1905.11	0.945	1	137761.95	280000	2190
Carnivora	Otariidae	Eumetopias	Eumetopias jubatus	1721.65	1	1	131400	384000	2420
Carnivora	Felidae	Felis	Felis bieti	305.916	2.02	3.69	10220	5490	372.551
Carnivora	Felidae	Felis	Felis chaus	332.29	2	2.94	52560	7170	444.62
Carnivora	Felidae	Felis	Felis margarita	273.962	2	4.12	5073.5	2820	365
Carnivora	Felidae	Felis	Felis nigripes	251.85	4	1.83	52560	1360	351.33
Carnivora	Felidae	Felis	Felis silvestris	300.33	2	3.87	148920	4490	365
Carnivora	Viverridae	Fossa	Fossa fossana	514.1	1.1	1	48180	1860	619.16
Carnivora	Herpestidae	Galidia	Galidia elegans	730	1	1	57816	819	816.515
Carnivora	Viverridae	Genetta	Genetta genetta	1095	2	2.25	148920	1780	1338.83
Carnivora	Viverridae	Genetta	Genetta tigrina	730	2	2.62	65700	2070	912.56
Carnivora	Mustelidae	Gulo	Gulo gulo	657.48	0.5	2.59	78840	12800	854.965
Carnivora	Phocidae	Halichoerus	Halichoerus grypus	1521.6	0.93	1	204425.55	197000	1825
Carnivora	Herpestidae	Helogale	Helogale parvula	368.85	2.25	2.99	47815	285	477.58
Carnivora	Herpestidae	Herpestes	Herpestes edwardsii	270	3.3	2	4492.542	1310	372.405
Carnivora	Herpestidae	Herpestes	Herpestes ichneumon	617	1.5	3.14	87600	3010	804.925
Carnivora	Herpestidae	Herpestes	Herpestes javanicus	144.54	2	2.22	43800	765	215.58
Carnivora	Hyaenidae	Hyaena	Hyaena hyaena	807.96	1.36	2.49	105120	35100	1018.33
Carnivora	Phocidae	Hydrurga	Hydrurga leptonyx	1204.5	1.1	0.95	113880	353000	1461
Carnivora	Mustelidae	Ictonyx	Ictonyx striatus	398.96	1	2.14	58400	812	304.16
Carnivora	Felidae	Leopardus	Leopardus pardalis	580.9	1	1.5	88914	11900	758.135
Carnivora	Felidae	Leptailurus	Leptailurus serval	589.76	2.5	2.39	100740	11800	851.66
Carnivora	Phocidae	Leptonychotes	Leptonychotes weddellii	1359.81	1.1	1	109500	4.00E+05	1825
Carnivora	Mustelidae	Lontra	Lontra canadensis	617	0.94	2.99	109500	8090	730
Carnivora	Mustelidae	Lutra	Lutra lutra	607.06	1	2	96360	8860	763.395
Carnivora	Canidae	Lycaon	Lycaon pictus	715.98	1	7.1	48180	22000	927.7
Carnivora	Felidae	Lynx	Lynx canadensis	575.88	1	2.73	117165	9770	735.65
Carnivora	Felidae	Lynx	Lynx lynx	642.55	1	2.29	117384	19300	806.015
Carnivora	Felidae	Lynx	Lynx rufus	581.73	1	2.75	141620	6390	547.5
Carnivora	Mustelidae	Martes	Martes americana	385.62	1	2.59	83220	882	365
Carnivora	Mustelidae	Martes	Martes flavigula	1095	1.56	2.49	61320	2500	1412.39
Carnivora	Mustelidae	Martes	Martes foina	646.36	1.05	3.89	79278	1670	365
Carnivora	Mustelidae	Martes	Martes martes	428.14	0.75	3.5	74460	1300	365
Carnivora	Mustelidae	Martes	Martes pennanti	348.41	1	2.99	44442.4	3750	730
Carnivora	Mustelidae	Meles	Meles meles	364.99	1	2.99	70956	11900	469.71
Carnivora	Ursidae	Melursus	Melursus ursinus	1095	0.63	1.79	175200	98900	1095
Carnivora	Mustelidae	Mephitis	Mephitis mephitis	308	2	5.69	56575	2400	418.325
Carnivora	Phocidae	Mirounga	Mirounga angustirostris	1318.92	1.05	1	88877.5	1120000	1460
Carnivora	Phocidae	Mirounga	Mirounga leonina	1392.2	0.98	1	100740	1600000	1460
Carnivora	Phocidae	Monachus	Monachus monachus	1343.2	0.77	1	103806	295000	1461
Carnivora	Herpestidae	Mungos	Mungos mungo	306.47	2.5	2.39	52560	1260	365
Carnivora	Mustelidae	Mustela	Mustela erminea	87.1	1	6.58	31108.95	284	147.765
Carnivora	Mustelidae	Mustela	Mustela frenata	192.39	1	6.49	31108.95	191	225.44
Carnivora	Mustelidae	Mustela	Mustela lutreola	306.07	1.1	4.49	43800	568	323
Carnivora	Mustelidae	Mustela	Mustela nigripes	323.18	1.1	3.39	52560	907	414.23
Carnivora	Mustelidae	Mustela	Mustela nivalis	148.29	1	5.1	43800	79.9	206.235
Carnivora	Mustelidae	Mustela	Mustela putorius	267.67	1	8.48	61320	984	350.245
Carnivora	Viverridae	Nandinia	Nandinia binotata	879.28	2	1.83	81030	2170	1079.675
Carnivora	Procyonidae	Nasua	Nasua narica	875	1.1	3.99	77380	4580	1086.45
Carnivora	Procyonidae	Nasua	Nasua nasua	730	1.1	3.67	77526	3790	915.85
Carnivora	Otariidae	Neophoca	Neophoca cinerea	1386.84	0.69	1	70080	189000	1356.97
Carnivora	Canidae	Nyctereutes	Nyctereutes procyonoides	279.83	1	6.24	61320	4220	730
Carnivora	Odobenidae	Odobenus	Odobenus rosmarus	2007.49	0.5	1	175200	1050000	1825
Carnivora	Phocidae	Ommatophoca	Ommatophoca rossii	1318.48	1.05	0.95	91980	209000	1278
Carnivora	Otariidae	Otaria	Otaria byronia	1612.02	1	1	108624	194000	1460
Carnivora	Canidae	Otocyon	Otocyon megalotis	364.99	2	3.74	60444	4000	488.68
Carnivora	Felidae	Panthera	Panthera leo	873.24	2	2.67	131400	159000	1047.55
Carnivora	Felidae	Panthera	Panthera onca	1025.83	1	2.04	100740	84900	1284.905
Carnivora	Felidae	Panthera	Panthera pardus	702.74	1	2.44	100740	52400	1147.01
Carnivora	Felidae	Panthera	Panthera tigris	1318.92	1	2.51	115194	163000	1216.66
Carnivora	Viverridae	Paradoxurus	Paradoxurus hermaphroditus	344.99	2	3.14	98185	3200	458.485
Carnivora	Hyaenidae	Parahyaena	Parahyaena brunnea	699.99	0.4	2.29	74460	43400	1095
Carnivora	Felidae	Pardofelis	Pardofelis marmorata	854	1	2	9964.5	2830	776
Carnivora	Phocidae	Phoca	Phoca largha	1298.21	1	1	155537.45	99300	1643
Carnivora	Phocidae	Phoca	Phoca vitulina	1337.02	1	1	175200	87300	1095
Carnivora	Otariidae	Phocarctos	Phocarctos hookeri	1758.57	1.05	1	8395	274000	2395
Carnivora	Mustelidae	Poecilogale	Poecilogale albinucha	769.39	1.5	2	22776	309	947.065
Carnivora	Procyonidae	Potos	Potos flavus	753.49	1	1	127020	2480	974.31
Carnivora	Felidae	Prionailurus	Prionailurus bengalensis	741.36	1.64	2.49	65700	2790	921.4
Carnivora	Procyonidae	Procyon	Procyon lotor	482.45	1	3.04	90155	6370	625.28
Carnivora	Mustelidae	Pteronura	Pteronura brasiliensis	730.232	1	2.12	56210	26000	550
Carnivora	Felidae	Puma	Puma concolor	871.04	0.75	2.72	87600	53900	623.54
Carnivora	Canidae	Speothos	Speothos venaticus	293.09	2	4.35	45260	6320	412.76
Carnivora	Mustelidae	Spilogale	Spilogale putorius	176.08	1.5	5.07	43800	569	228.955
Carnivora	Herpestidae	Suricata	Suricata suricatta	347.41	1	3.97	54750	730	365
Carnivora	Mustelidae	Taxidea	Taxidea taxus	308.5	0.74	2.75	113880	7840	407.4
Carnivora	Canidae	Urocyon	Urocyon cinereoargenteus	304.16	1	3.79	65700	3830	410
Carnivora	Canidae	Urocyon	Urocyon littoralis	313.49	1.05	2.17	35040	1920	414.37
Carnivora	Ursidae	Ursus	Ursus americanus	1205.11	0.4	2.34	140160	111000	1797.62
Carnivora	Ursidae	Ursus	Ursus arctos	1150.39	0.4	2	219000	196000	1460
Carnivora	Ursidae	Ursus	Ursus maritimus	1604.47	0.4	1.79	167316	375000	1825
Carnivora	Ursidae	Ursus	Ursus thibetanus	879.28	1.1	2	154030	99900	1095
Carnivora	Viverridae	Viverra	Viverra civettina	289	2.2	2.31	122640	12100	730
Carnivora	Mustelidae	Vormela	Vormela peregusna	91.154	1.1	5.99	39055	594	255
Carnivora	Canidae	Vulpes	Vulpes corsac	888.75	1.05	5	5070.458335	2620	1078.885
Carnivora	Canidae	Vulpes	Vulpes ferrilata	364.99	1.05	3.5	5070.458335	5540	475.14
Carnivora	Canidae	Vulpes	Vulpes pallida	293.593	1	3.99	43800	2800	365
Carnivora	Canidae	Vulpes	Vulpes rueppellii	365.241	1	2.12	5219.5	3250	304
Carnivora	Canidae	Vulpes	Vulpes velox	455.87	1	4.49	87600	2140	524.64
Carnivora	Canidae	Vulpes	Vulpes vulpes	279.13	1	4.59	65700	4840	373.32
Carnivora	Canidae	Vulpes	Vulpes zerda	255	1	2	63875	1320	345.06
Carnivora	Otariidae	Zalophus	Zalophus californianus	1782.23	0.89	1	131400	138000	2328.045
Cetacea	Balaenidae	Balaena	Balaena mysticetus	5263.88	0.41	1	175200	79700000	8599.95
Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera acutorostrata	2332.83	1	1	219000	5590000	3048.08
Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera borealis	2854	0.41	1	324120	22100000	3991.79
Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera edeni	1645.23	0.5	0.97	315360	2.00E+07	3483.73
Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera musculus	1679	0.45	0.99	481800	1.54E+08	2165.485
Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera physalus	2317.39	0.37	1	508080	47500000	3041.18
Cetacea	Ziphiidae	Berardius	Berardius bairdii	4379.99	0.33	0.98	310980	11400000	4839.79
Cetacea	Delphinidae	Cephalorhynchus	Cephalorhynchus hectori	2415.07	0.42	1	87600	50000	2920
Cetacea	Monodontidae	Delphinapterus	Delphinapterus leucas	1824.99	0.41	1	175200	1380000	2049.12
Cetacea	Delphinidae	Delphinus	Delphinus delphis	1277.49	0.42	0.98	87600	79300	2052.945
Cetacea	Eschrichtiidae	Eschrichtius	Eschrichtius robustus	2775.97	0.5	1	337260	27300000	3309.45
Cetacea	Balaenidae	Eubalaena	Eubalaena australis	3285	0.455256411	1	25550	2.30E+07	3102.5
Cetacea	Balaenidae	Eubalaena	Eubalaena glacialis	3287.46	0.31	1	24455	2.30E+07	3467.5
Cetacea	Delphinidae	Globicephala	Globicephala macrorhynchus	3285	0.22	0.97	275940	726000	3922
Cetacea	Delphinidae	Globicephala	Globicephala melas	3036.07	0.242857143	1	197100	8.00E+05	2934.53
Cetacea	Delphinidae	Grampus	Grampus griseus	2526.32	0.416666667	0.97	87600	387000	4017.616
Cetacea	Ziphiidae	Hyperoodon	Hyperoodon ampullatus	3107.97	0.7	1	162060	3390000	4017
Cetacea	Platanistidae	Inia	Inia geoffrensis	1268.233	0.666666667	1	131400	121000	2125.436
Cetacea	Delphinidae	Lagenodelphis	Lagenodelphis hosei	2262.29	0.5	1	5840	164000	2958.082
Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus acutus	2267.38	0.41	1.22	118260	187000	2548.685
Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus obliquidens	3833.468	0.212765957	1	109500	110000	4151.505
Cetacea	Delphinidae	Lagenorhynchus	Lagenorhynchus obscurus	2191.5	0.418333334	1	13140	127000	2541.993
Cetacea	Platanistidae	Lipotes	Lipotes vexillifer	2920	0.635	1	8760	112000	3239
Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae	1172.38	0.37	1	416100	3.00E+07	1988.895
Cetacea	Monodontidae	Monodon	Monodon monoceros	2249.4	0.41	1	175200	938000	2636.52
Cetacea	Phocoenidae	Neophocaena	Neophocaena phocaenoides	1800.01	0.5	0.97	100740	32500	1460
