Order	Family	Genus	Binomial	Age.at.Sexual.Maturity	Litter.per.year	Litter.Size	Max.Longevity..Days.	Adult.Body.Mass..g.	Age.at.first.Reproduciton
Insectivora	Talpidae	Talpa	Talpa stankovici	326.159	1.075	3.99	2555	68	357.495
Insectivora	Tenrecidae	Tenrec	Tenrec ecaudatus	175.08	1	15.49	27594	900	266.04
Insectivora	Talpidae	Urotrichus	Urotrichus talpoides	323.18	1.25	3.46	15330	17.4	407.28
Lagomorpha	Leporidae	Brachylagus	Brachylagus idahoensis	328.99	2.25	5.81	1578.625	443	287.54
Lagomorpha	Leporidae	Lepus	Lepus americanus	187.33	2.5	3.55	35040	1570	365
Lagomorpha	Leporidae	Lepus	Lepus arcticus	328.99	1.5	5.07	30660	4430	429.56
Lagomorpha	Leporidae	Lepus	Lepus californicus	228.12	4.05	2.87	29784	2420	305.955
Lagomorpha	Leporidae	Lepus	Lepus capensis	148.12	3	2.36	3248.5	2050	242.65
Lagomorpha	Leporidae	Lepus	Lepus corsicanus	227.661	3.75	2.44	4380	3673.33	269.661
Lagomorpha	Leporidae	Lepus	Lepus europaeus	187.33	4.4	2.18	52560	3820	269.661
Lagomorpha	Leporidae	Lepus	Lepus granatensis	200.046	3.14	1.46	3248.5	2330	242.65
Lagomorpha	Leporidae	Lepus	Lepus nigricollis	182.49	7.15	1.8	30.41666655	2300	233.179
Lagomorpha	Leporidae	Lepus	Lepus othus	266	1	6.15	6570	4860	316
Lagomorpha	Leporidae	Lepus	Lepus saxatilis	227.661	5.35	1.52	4380	2600	269.661
Lagomorpha	Leporidae	Lepus	Lepus starcki	200.046	3.14	2.51	3248.5	2770	242.65
Lagomorpha	Leporidae	Lepus	Lepus timidus	228.52	3	3.16	6570	3120	315.953
Lagomorpha	Leporidae	Lepus	Lepus tolai	227.661	3.14	2.93	3248.5	1590	270.88
Lagomorpha	Leporidae	Lepus	Lepus townsendii	262.23	3.29	4.49	35040	3380	321.005
Lagomorpha	Ochotonidae	Ochotona	Ochotona alpina	328.99	2	2.99	13140	150	406.55
Lagomorpha	Ochotonidae	Ochotona	Ochotona cansus	348.41	2.25	3.65	21900	69	438.33
Lagomorpha	Ochotonidae	Ochotona	Ochotona collaris	321.52	2	3.35	26280	129	365
Lagomorpha	Ochotonidae	Ochotona	Ochotona curzoniae	57.848	3.5	4.39	1396.125	160	80.675
Lagomorpha	Ochotonidae	Ochotona	Ochotona dauurica	82.24	2.25	5.86	425.8333335	131	365
Lagomorpha	Ochotonidae	Ochotona	Ochotona forresti	31.457	2.265	5.705	1460	142.5	53.714
Lagomorpha	Ochotonidae	Ochotona	Ochotona hyperborea	202.786	2.055	4.1	3431	120	231.766
Lagomorpha	Ochotonidae	Ochotona	Ochotona nubrica	31.457	3.14	8.41	1460	121.275	53.714
Lagomorpha	Ochotonidae	Ochotona	Ochotona princeps	326.13	2	2.91	30660	158	404.61
Lagomorpha	Ochotonidae	Ochotona	Ochotona pusilla	27.92	3.5	8.5	17520	143	57.865
Lagomorpha	Ochotonidae	Ochotona	Ochotona rufescens	53.12	4	5.99	1213.625	250	82.495
Lagomorpha	Leporidae	Oryctolagus	Oryctolagus cuniculus	161.59	4.5	5.03	78840	1590	121.66
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus audubonii	76.55	5	2.99	2853.083333	883	119.2
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus brasiliensis	85.92	4.7	1.9	730	989	152.408
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus dicei	113.049	4.6	4.49	39420	986.74	149.268
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus floridanus	89.94	4.81	4.57	39420	1210	134.55
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus nuttallii	85.91	3.5	4.79	2701	805	131.16
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus palustris	152.13	6	2.94	2774	1360	213.73
Lagomorpha	Leporidae	Sylvilagus	Sylvilagus transitionalis	121.763	3.89	4.98	3577	815	148
Macroscelidea	Macroscelididae	Elephantulus	Elephantulus intufi	229.63	2.59	1.55	38544	48.9	302.69
Macroscelidea	Macroscelididae	Elephantulus	Elephantulus myurus	34.7	3	1.88	4818	59.5	90.48
Macroscelidea	Macroscelididae	Elephantulus	Elephantulus rufescens	53.86	5.2	1.35	26280	52.8	144
Macroscelidea	Macroscelididae	Rhynchocyon	Rhynchocyon chrysopygus	38.023	4.5	1	17520	535	80.135
Monotremata	Ornithorhynchidae	Ornithorhynchus	Ornithorhynchus anatinus	646.36	1.1	1.99	96360	1480	730
Monotremata	Tachyglossidae	Tachyglossus	Tachyglossus aculeatus	555.32	0.58	1	219000	4500	576.71
Peramelemorphia	Peramelidae	Isoodon	Isoodon auratus	131.21	2.2	2.6	2445.5	425	183.6
Peramelemorphia	Peramelidae	Isoodon	Isoodon macrourus	160.65	2.66	3.11	13140	1510	148
Peramelemorphia	Peramelidae	Isoodon	Isoodon obesulus	148.66	2.2	2.33	16425	825	186.1
Peramelemorphia	Peramelidae	Macrotis	Macrotis lagotis	152.57	4	2	43800	1230	193.48
Peramelemorphia	Peramelidae	Perameles	Perameles bougainville	115.12	4	2	2117	231	148.05
Peramelemorphia	Peramelidae	Perameles	Perameles gunnii	93.6	3.8	2.29	24090	903	119.89
Peramelemorphia	Peramelidae	Perameles	Perameles nasuta	120.45	2.92	2.43	2044	720	121.66
Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium simum	2368.44	0.42	1	219000	2260000	2463.75
Perissodactyla	Rhinocerotidae	Dicerorhinus	Dicerorhinus sumatrensis	2355.35	0.3	1	153300	1030000	2405
Perissodactyla	Rhinocerotidae	Diceros	Diceros bicornis	1905.11	0.4	1	205860	977000	2053.12
Perissodactyla	Equidae	Equus	Equus grevyi	1145.75	0.5	1	113880	403000	1642.5
Perissodactyla	Equidae	Equus	Equus hemionus	1025.83	0.7	1	169944	236000	1277.5
Perissodactyla	Equidae	Equus	Equus kiang	1093.9	0.585	1	14162	280000	730
Perissodactyla	Equidae	Equus	Equus quagga	709.82	0.6	1	87600	4.00E+05	1277.5
Perissodactyla	Equidae	Equus	Equus zebra	837.16	0.35	1	105120	277000	1633.37
Perissodactyla	Rhinocerotidae	Rhinoceros	Rhinoceros sondaicus	1278.312	0.32	1	175200	1720000	1643
Perissodactyla	Rhinocerotidae	Rhinoceros	Rhinoceros unicornis	1750.87	0.3	1	214620	1830000	2618.87
Perissodactyla	Tapiridae	Tapirus	Tapirus bairdii	645.51	0.705	1	10804	291000	1096
Perissodactyla	Tapiridae	Tapirus	Tapirus indicus	975.57	0.5	1	131400	308000	1095
Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque	1110.65	0.664969339	1	10402.5	154000	1186
Pholidota	Manidae	Manis	Manis crassicaudata	657.98	1	1	59130	8020	822.4
Primates	Cebidae	Alouatta	Alouatta caraya	1094.03	1	1.01	88914	5590	1354.15
Primates	Cebidae	Alouatta	Alouatta palliata	1368.74	0.6	1.01	109500	6580	1382.13
Primates	Cebidae	Alouatta	Alouatta sara	1672.763	0.815	1.2	9125	6610	1862.763
Primates	Cebidae	Alouatta	Alouatta seniculus	1475.2	0.815	1.01	109500	6420	1671.7
Primates	Cebidae	Aotus	Aotus brumbacki	755.15	1	1	0	603	889.981
Primates	Cebidae	Aotus	Aotus lemurinus	657.98	1	1	78840	881	889.981
Primates	Cebidae	Aotus	Aotus trivirgatus	638.74	1.34	1	110814	912	883.3
Primates	Loridae	Arctocebus	Arctocebus aureus	284.455	1.5	1	4745	235	432.65
Primates	Loridae	Arctocebus	Arctocebus calabarensis	260.45	1.5	1	56940	258	417.92
Primates	Cebidae	Ateles	Ateles belzebuth	1643.5	0.3	1.02	122640	6720	1826
Primates	Cebidae	Ateles	Ateles chamek	1571.941	0.5	1	16790	7130	1795.342
Primates	Cebidae	Ateles	Ateles fusciceps	1574.06	0.5	1.01	105120	9070	1773.9
Primates	Cebidae	Ateles	Ateles geoffroyi	1824.99	0.32	1	119574	7610	2080.5
Primates	Cebidae	Ateles	Ateles marginatus	1643.5	0.3	1	16060	6240	1601.919
Primates	Cebidae	Ateles	Ateles paniscus	1824.99	0.5	1	165564	8710	1825
Primates	Cebidae	Brachyteles	Brachyteles arachnoides	2494.16	0.495	1.01	5283.375	10600	2737.5
Primates	Cebidae	Cacajao	Cacajao calvus	1095	0.5	1.02	118260	3420	1306.7
Primates	Callitrichidae	Callimico	Callimico goeldii	350.17	1.2	1	78402	558	491.83
Primates	Callitrichidae	Callithrix	Callithrix aurita	429.5	2	2	8318.958335	388	621
Primates	Callitrichidae	Callithrix	Callithrix flaviceps	429.5	2	2	8318.958335	375	621
Primates	Callitrichidae	Callithrix	Callithrix geoffroyi	429.5	2	2.24	8318.958335	342	621
Primates	Callitrichidae	Callithrix	Callithrix jacchus	408.53	2	2.14	73584	291	555.1
Primates	Callitrichidae	Callithrix	Callithrix kuhlii	429.5	2	2	8318.958335	375	621
Primates	Callitrichidae	Callithrix	Callithrix penicillata	429.5	2	2	8318.958335	340	621
Primates	Cebidae	Cebus	Cebus albifrons	1313.76	0.7	1	192720	2520	1467.3
Primates	Cebidae	Cebus	Cebus capucinus	1902.38	0.5	1	240024	3010	1460
Primates	Cebidae	Cebus	Cebus olivaceus	2190	0.62	1.01	179580	2800	2190
Primates	Cercopithecidae	Cercocebus	Cercocebus agilis	1535.987	0.95	1	16790	7120	1705.85
Primates	Cercopithecidae	Cercocebus	Cercocebus torquatus	1144.88	0.95	1.01	131400	7290	1704.55
Primates	Cercopithecidae	Cercopithecus	Cercopithecus ascanius	1490.41	0.52	1	123954	3540	1825
Primates	Cercopithecidae	Cercopithecus	Cercopithecus cephus	1320.08	0.4	1.01	100740	3440	1825
Primates	Cercopithecidae	Cercopithecus	Cercopithecus diana	1977.08	1	1	163374	4370	1961.87
Primates	Cercopithecidae	Cercopithecus	Cercopithecus erythrogaster	1572.295	0.5	1.02	11315	3440	1744.295
Primates	Cercopithecidae	Cercopithecus	Cercopithecus erythrotis	1521.9	0.4	1.02	13140	3250	1693.9
Primates	Cercopithecidae	Cercopithecus	Cercopithecus mitis	1779.37	0.5	1	118698	5040	2087.8
Primates	Cercopithecidae	Cercopithecus	Cercopithecus neglectus	1809.79	1	1	115194	5320	1704.55
Primates	Cercopithecidae	Cercopithecus	Cercopithecus nictitans	1472.16	0.5	1.01	100740	5260	1855.345
Primates	Cercopithecidae	Cercopithecus	Cercopithecus pogonias	1472.16	0.5	1	105558	3580	1825
Primates	Cercopithecidae	Cercopithecus	Cercopithecus sclateri	1521.9	0.4	1.02	13140	3070	1693.9
Primates	Cercopithecidae	Cercopithecus	Cercopithecus wolfi	1684.59	0.5	1.02	11202.45833	3260	1854.1
Primates	Cheirogaleidae	Cheirogaleus	Cheirogaleus medius	370.21	1	2.04	84534	197	472.67
Primates	Cercopithecidae	Chlorocebus	Chlorocebus aethiops	1465.47	1	1	138408	4030	1733.75
Primates	Cercopithecidae	Colobus	Colobus angolensis	1186	0.6	1.02	12884.5	8990	1832.529
Primates	Cercopithecidae	Colobus	Colobus guereza	1672.91	0.775	1	107310	10000	1916.25
Primates	Cercopithecidae	Colobus	Colobus polykomos	1874.43	0.6	1	133590	8610	3102.5
Primates	Cercopithecidae	Colobus	Colobus satanas	1186	0.6	0.99	12373.5	9150	1832.529
Primates	Daubentoniidae	Daubentonia	Daubentonia madagascariensis	775.73	0.42	1	106434	2750	1277.5
Primates	Cercopithecidae	Erythrocebus	Erythrocebus patas	1054.36	1	1	104682	8010	1079.79
Primates	Lemuridae	Eulemur	Eulemur coronatus	608.33	1	1.53	10950	1700	826.54
Primates	Lemuridae	Eulemur	Eulemur fulvus	686.8	2	1.01	162060	2390	970.9
Primates	Lemuridae	Eulemur	Eulemur macaco	575.73	1	1	131400	2480	868.7
Primates	Lemuridae	Eulemur	Eulemur mongoz	919.79	1	1	131400	1770	916.15
Primates	Galagonidae	Galago	Galago gallarum	292.592	2	1.5	6874.166665	250	411.675
Primates	Galagonidae	Galago	Galago matschiei	292.592	2	0.99	6874.166665	214	411.675
Primates	Galagonidae	Galago	Galago moholi	364.99	2	1.6	72270	194	259.15
Primates	Galagonidae	Galago	Galago senegalensis	287.86	2	1.52	74460	216	511
Primates	Galagonidae	Galagoides	Galagoides demidoff	305.87	1.5	1.5	61320	67.1	359.52
Primates	Hominidae	Gorilla	Gorilla gorilla	2828.74	0.3	1	236520	114000	3650
Primates	Lemuridae	Hapalemur	Hapalemur griseus	869.91	1.1	1.02	74898	956	996.45
Primates	Hylobatidae	Hylobates	Hylobates agilis	2337.031	0.475	1.02	192720	5860	3065.306
Primates	Hylobatidae	Hylobates	Hylobates lar	3341.27	0.5	1	175200	5630	3398.15
Primates	Hylobatidae	Hylobates	Hylobates moloch	2337.031	0.42	1	20805	5870	3066.063
Primates	Hylobatidae	Hylobates	Hylobates muelleri	2337.031	0.5	1.02	127020	5930	3066.063
Primates	Hylobatidae	Hylobates	Hylobates pileatus	2138.45	0.5	1	157680	5600	2771.243
Primates	Lemuridae	Lemur	Lemur catta	754.46	1	1.17	131400	2640	866.87
Primates	Callitrichidae	Leontopithecus	Leontopithecus caissara	692.051	1.75	1.95	11534	605	786.499
Primates	Callitrichidae	Leontopithecus	Leontopithecus chrysomelas	692.051	1.75	2.04	11534	574	786.499
Primates	Callitrichidae	Leontopithecus	Leontopithecus chrysopygus	692.051	1.75	1.95	11534	656	786.499
Primates	Callitrichidae	Leontopithecus	Leontopithecus rosalia	757.41	1.75	2	108624	593	868.7
Primates	Megaladapidae	Lepilemur	Lepilemur dorsalis	649.048	1	1.01	4380	509	782.428
Primates	Megaladapidae	Lepilemur	Lepilemur edwardsi	649.048	1	1	4380	822	782.428
Primates	Megaladapidae	Lepilemur	Lepilemur leucopus	555.32	1	1	37595	600	756.68
Primates	Megaladapidae	Lepilemur	Lepilemur microdon	649.048	1	1	4380	957	782.428
Primates	Megaladapidae	Lepilemur	Lepilemur mustelinus	585.48	1	1	52560	671	677.07
Primates	Megaladapidae	Lepilemur	Lepilemur ruficaudatus	614.807	1	1.02	4380	763	594.95
Primates	Megaladapidae	Lepilemur	Lepilemur septentrionalis	328.99	1	1	4380	764	767.736
Primates	Cercopithecidae	Lophocebus	Lophocebus albigena	2190	0.4	1	143226	7360	1474.6
Primates	Loridae	Loris	Loris tardigradus	305.2	1.5	1	71832	249	547.5
Primates	Cercopithecidae	Macaca	Macaca arctoides	1399.16	0.61	1	131400	9400	1551.25
Primates	Cercopithecidae	Macaca	Macaca cyclopis	1479.16	0.885	1	7832.291665	5760	1812.717
Primates	Cercopithecidae	Macaca	Macaca fascicularis	1143.07	1	1	166440	4590	1410.72
Primates	Cercopithecidae	Macaca	Macaca fuscata	1304.53	1	1.01	144540	10100	1879.75
Primates	Cercopithecidae	Macaca	Macaca maura	1292.5	0.8	1.01	13724	7290	1825
Primates	Cercopithecidae	Macaca	Macaca mulatta	1089.04	1	1	157680	6450	1460
Primates	Cercopithecidae	Macaca	Macaca nemestrina	1069.22	0.85	1	150234	7870	1095
Primates	Cercopithecidae	Macaca	Macaca nigra	1741.35	0.7	1	78840	7380	1996.55
Primates	Cercopithecidae	Macaca	Macaca ochreata	1292.5	0.8	1	13724	2750	1662
Primates	Cercopithecidae	Macaca	Macaca radiata	1551.25	1	1	131400	5000	1460
Primates	Cercopithecidae	Macaca	Macaca silenus	1633.22	0.7	1	175200	6000	1795.8
Primates	Cercopithecidae	Macaca	Macaca sinica	1642.5	0.7	1.01	153300	4660	1809.994
Primates	Cercopithecidae	Macaca	Macaca sylvanus	1320.42	1	1.02	96360	11500	1746.52
Primates	Cercopithecidae	Macaca	Macaca thibetana	1776.312	0.605	1	10950	10600	1628.209
Primates	Cercopithecidae	Mandrillus	Mandrillus leucophaeus	1553.43	0.5	1	146292	14200	1825
Primates	Cercopithecidae	Mandrillus	Mandrillus sphinx	1840.2	0.83	1.02	202925.4	16800	1460
Primates	Cheirogaleidae	Microcebus	Microcebus murinus	348.41	1	2	67890	66.6	380.2
Primates	Cheirogaleidae	Microcebus	Microcebus rufus	271.132	1	2.52	52560	48.5	359.605
Primates	Cercopithecidae	Miopithecus	Miopithecus talapoin	1484.15	1	1	135342	1250	1598.7
Primates	Cercopithecidae	Nasalis	Nasalis larvatus	1642.5	0.7	1	91980	12300	1642.5
Primates	Loridae	Nycticebus	Nycticebus coucang	578.9	1	1	116070	971	932.57
Primates	Loridae	Nycticebus	Nycticebus pygmaeus	578	1	1.75	9672.5	344	766
Primates	Galagonidae	Otolemur	Otolemur crassicaudatus	512.93	1	1.42	82344	1250	799.35
Primates	Galagonidae	Otolemur	Otolemur garnettii	517.08	1.715	1.01	74460	814	576.7
Primates	Hominidae	Pan	Pan paniscus	4686.85	0.22	1	210240	35200	3522.408
Primates	Hominidae	Pan	Pan troglodytes	3309.15	0.2	1.02	262800	45100	5073.5
Primates	Cercopithecidae	Papio	Papio hamadryas	1411.75	0.8	1	197100	16900	1919.9
Primates	Loridae	Perodicticus	Perodicticus potto	489.13	1	1	113880	1080	750.07
Primates	Cebidae	Pithecia	Pithecia pithecia	966.39	0.995	1	90666	1670	759.2
Primates	Hominidae	Pongo	Pongo pygmaeus	2792.57	0.22	1	262800	52100	3591.6
Primates	Indridae	Propithecus	Propithecus diadema	1460	0.62	1	4036.291665	6600	1553.07
Primates	Indridae	Propithecus	Propithecus verreauxi	912.49	1	1	90228	3650	1668.05
Primates	Cercopithecidae	Pygathrix	Pygathrix nemaeus	1460	1.005	1	109500	9550	1642.88
Primates	Callitrichidae	Saguinus	Saguinus geoffroyi	549	1.175	2	9563	493	690
Primates	Callitrichidae	Saguinus	Saguinus midas	730	1.4	2	67452	541	730
Primates	Callitrichidae	Saguinus	Saguinus mystax	484.77	1.62	1.97	7300	559	703.49
Primates	Callitrichidae	Saguinus	Saguinus oedipus	590	1	1.93	101178	464	942.91
Primates	Cebidae	Saimiri	Saimiri boliviensis	1458.294	1.07	1.02	11059.5	805	1253.134
Primates	Cebidae	Saimiri	Saimiri sciureus	1204.07	1.07	1	118260	750	1073.25
Primates	Cebidae	Saimiri	Saimiri vanzolinii	1458.294	1.07	1.02	11059.5	784	1253.134
Primates	Cercopithecidae	Semnopithecus	Semnopithecus entellus	1298.21	0.7	1	109500	12600	1335.9
Primates	Tarsiidae	Tarsius	Tarsius pumilus	407.234	2.38	1.01	4380	173	578.284
Primates	Cercopithecidae	Theropithecus	Theropithecus gelada	1642.5	0.5	1	122640	16000	1505.62
Primates	Cercopithecidae	Trachypithecus	Trachypithecus cristatus	1339.264	0.5	1.02	136218	7130	1460
Primates	Cercopithecidae	Trachypithecus	Trachypithecus francoisi	1460	0.5	1.5	9599.5	8170	1460
Primates	Cercopithecidae	Trachypithecus	Trachypithecus obscurus	1460.928	0.5	1.02	109500	7120	1460
Primates	Cercopithecidae	Trachypithecus	Trachypithecus phayrei	1460.928	0.8	1	12373.5	7700	1619.301
Primates	Cercopithecidae	Trachypithecus	Trachypithecus vetulus	1113.7	0.4	1.02	100740	7860	1460
Primates	Lemuridae	Varecia	Varecia variegata	608.33	1	2.04	140160	3870	700.8
Proboscidea	Elephantidae	Elephas	Elephas maximus	3482.73	0.23	1	350400	3320000	4745
Proboscidea	Elephantidae	Loxodonta	Loxodonta africana	4229.36	0.21	1	350400	3940000	3467.5
Rodentia	Muridae	Acomys	Acomys cahirinus	44.98	7.6	2.43	21900	41.2	103
Rodentia	Muridae	Acomys	Acomys ignitus	58.5	3.5	2.47	2731.416667	45.2	96
Rodentia	Muridae	Acomys	Acomys kempi	58.5	3.5	2.47	2731.416667	22	96
Rodentia	Muridae	Acomys	Acomys minous	58.5	3.5	2.47	2731.416667	62.5	96
Rodentia	Muridae	Acomys	Acomys mullah	58.5	3.5	2.47	2731.416667	45.2	96
Rodentia	Muridae	Acomys	Acomys nesiotes	58.5	3.5	2.47	2731.416667	45.2	96
Rodentia	Muridae	Akodon	Akodon azarae	53.86	1.25	4.59	304.1666665	25.3	87.328
Rodentia	Dipodidae	Allactaga	Allactaga elater	91.74	2	4.37	1898	59	105.22
Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus harrisii	212.09	1	6.41	3869	127	348.356
Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus leucurus	329.04	1.25	8.24	25404	104	406.56
Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus nelsoni	328.99	1	8.77	24090	160	403.57
Rodentia	Aplodontidae	Aplodontia	Aplodontia rufa	696.83	1	2.67	43800	806	730
Rodentia	Muridae	Apodemus	Apodemus agrarius	64.27	3.5	5.49	17520	21.1	96.985
Rodentia	Muridae	Apodemus	Apodemus alpicola	51.707	2.8	5.5	1642.5	29.375	77.349
Rodentia	Muridae	Apodemus	Apodemus argenteus	62	3.8	5.16	2308.625	23.4	61
Rodentia	Muridae	Apodemus	Apodemus chevrieri	76.065	3.335	5.68	1460	21.2	96.815
Rodentia	Muridae	Apodemus	Apodemus draco	68	3.8	5.18	2308.625	23.4	94.436
Rodentia	Muridae	Apodemus	Apodemus flavicollis	38.45	3	5.49	17520	31.6	68.52
Rodentia	Muridae	Apodemus	Apodemus gurkha	51.707	2.8	5.5	1642.5	29.375	77.349
Rodentia	Muridae	Apodemus	Apodemus latronum	51.707	2.8	5.22	1934.5	29.4	77.349
Rodentia	Muridae	Apodemus	Apodemus peninsulae	51.707	2.8	4.41	1934.5	29.4	77.349
Rodentia	Muridae	Apodemus	Apodemus ponticus	51.707	2.8	5.5	1642.5	29.375	77.349
Rodentia	Muridae	Apodemus	Apodemus rusiges	55.25	3.375	5.19	2308.625	24.8	76.5
Rodentia	Muridae	Apodemus	Apodemus semotus	68	3.8	3.56	2308.625	25.8	94.436
Rodentia	Muridae	Apodemus	Apodemus sylvaticus	50.18	3.75	5.1	19272	21.9	85
Rodentia	Muridae	Apodemus	Apodemus uralensis	68	3.8	5.73	2308.625	18.3	94.436
Rodentia	Muridae	Arvicanthis	Arvicanthis niloticus	44.99	3.5	4.86	2445.5	95.8	60
Rodentia	Muridae	Arvicola	Arvicola sapidus	48.109	3.21	3.22	15330	220	72.828
Rodentia	Muridae	Baiomys	Baiomys taylori	42.21	10	2.53	14278.8	7.44	81.5
Rodentia	Muridae	Bandicota	Bandicota indica	194.77	4.015	6.12	1533	583	272.5
Rodentia	Muridae	Beamys	Beamys hindei	154.79	5	3.13	1152.791667	75.8	218.834
Rodentia	Muridae	Calomys	Calomys boliviae	47.765	3	4.985	152.0833335	27	69.774
Rodentia	Castoridae	Castor	Castor canadensis	586.19	1	3.5	65700	18100	782.815
Rodentia	Castoridae	Castor	Castor fiber	915.61	1	2.99	109500	19000	912.5
Rodentia	Caviidae	Cavia	Cavia aperea	57.08	5	2.14	3650	524	129.81
Rodentia	Caviidae	Cavia	Cavia tschudii	72.23	5	1.9	3650	1000	125.495
Rodentia	Heteromyidae	Chaetodipus	Chaetodipus fallax	168.83	1	2.91	36354	18.3	193.83
Rodentia	Heteromyidae	Chaetodipus	Chaetodipus formosus	377.57	1	5.28	2591.5	19.5	405.57
Rodentia	Chinchillidae	Chinchilla	Chinchilla lanigera	194.32	2	1.86	49494	480	240
Rodentia	Muridae	Chionomys	Chionomys nivalis	371.23	2	3.045	848.625	54	392.19
Rodentia	Erethizontidae	Coendou	Coendou prehensilis	549.41	1.11	1	75774	4120	833.07
Rodentia	Muridae	Cricetomys	Cricetomys emini	161.92	3.75	0.97	3066	1280	195.92
Rodentia	Muridae	Cricetomys	Cricetomys gambianus	155.18	2	3.11	3066	1270	212.91
Rodentia	Muridae	Cricetus	Cricetus cricetus	74.99	2	7.14	17520	429	91.25
Rodentia	Bathyergidae	Cryptomys	Cryptomys hottentotus	408.21	2	2.89	4015	73.8	555.595
Rodentia	Ctenodactylidae	Ctenodactylus	Ctenodactylus gundi	181.43	1	2	2117	289	239.01
Rodentia	Ctenodactylidae	Ctenodactylus	Ctenodactylus vali	316.39	1.77	2	21900	174	399.77
Rodentia	Ctenomyidae	Ctenomys	Ctenomys talarum	199.15	1.5	4.39	13140	141	315.535
Rodentia	Sciuridae	Cynomys	Cynomys gunnisoni	340.31	1	4.49	2217.375	798	404.022
Rodentia	Sciuridae	Cynomys	Cynomys leucurus	348.41	1	5.4	2339.041667	964	598.737
Rodentia	Sciuridae	Cynomys	Cynomys ludovicianus	588.28	1	4.45	37230	797	728.63
Rodentia	Sciuridae	Cynomys	Cynomys parvidens	323.18	1	4.8	2247.791667	900	398.231
Rodentia	Dasyproctidae	Dasyprocta	Dasyprocta coibae	487	1.87	1.64	5037	2229.56	596.825
Rodentia	Dasyproctidae	Dasyprocta	Dasyprocta punctata	487	1.87	1.9	43800	2310	596.825
Rodentia	Muridae	Dicrostonyx	Dicrostonyx groenlandicus	37.13	2	3.5	1204.5	58.7	61.5
Rodentia	Muridae	Dicrostonyx	Dicrostonyx nelsoni	62.5	2.5	3.4	1204.5	58.44	60.84
Rodentia	Muridae	Dicrostonyx	Dicrostonyx nunatakensis	62.5	2.5	3.4	1204.5	58.44	60.84
Rodentia	Muridae	Dicrostonyx	Dicrostonyx richardsoni	62.544	2.5	3.45	1204.5	57.62	60.856
Rodentia	Muridae	Dicrostonyx	Dicrostonyx torquatus	91.308	2	3.85	16644	78.8	108.54
Rodentia	Muridae	Dicrostonyx	Dicrostonyx unalascensis	62.5	3.64	2.79	1204.5	58.44	61
Rodentia	Muridae	Dicrostonyx	Dicrostonyx vinogradovi	91.308	1.75	3.85	1387	67.885	110.439
Rodentia	Heteromyidae	Dipodomys	Dipodomys californicus	53.13	2	2.6	3029.5	85	84.13
Rodentia	Heteromyidae	Dipodomys	Dipodomys compactus	78.829	2	1.94	3613.5	49.2	108.74
Rodentia	Heteromyidae	Dipodomys	Dipodomys deserti	48.37	2.5	3.33	3285	108	81.13
Rodentia	Heteromyidae	Dipodomys	Dipodomys heermanni	46.96	2	3.11	10512	63.2	84.125
Rodentia	Heteromyidae	Dipodomys	Dipodomys merriami	57.74	1.75	2.49	8760	37.6	97
Rodentia	Heteromyidae	Dipodomys	Dipodomys microps	128.89	1	2.39	1335.291667	56.3	179.242
Rodentia	Heteromyidae	Dipodomys	Dipodomys nitratoides	80.38	1.63	2.29	3540.5	41.6	84
Rodentia	Heteromyidae	Dipodomys	Dipodomys ordii	75.42	2	2.91	42924	50.4	116.115
Rodentia	Heteromyidae	Dipodomys	Dipodomys panamintinus	94.352	1	3.5	1974.041667	56.58	124.485
Rodentia	Heteromyidae	Dipodomys	Dipodomys spectabilis	270.4	2	2.67	13140	125	333.58
Rodentia	Dipodidae	Dipus	Dipus sagitta	83.699	2	3.5	304.1666665	89	111.45
Rodentia	Caviidae	Dolichotis	Dolichotis patagonum	189.99	3.5	1.79	61320	8060	243.33
Rodentia	Myoxidae	Eliomys	Eliomys melanurus	456.424	1.2	5	2263	100	570.833
Rodentia	Myoxidae	Eliomys	Eliomys quercinus	493.48	1	5	24090	115	589.345
Rodentia	Muridae	Ellobius	Ellobius talpinus	79.68	4	2.99	212.9166665	40	152.08
Rodentia	Muridae	Ellobius	Ellobius tancrei	93.702	4.375	3.635	212.9166665	39	119.941
Rodentia	Erethizontidae	Erethizon	Erethizon dorsatum	661.25	1	1	78840	7420	983.065
Rodentia	Sciuridae	Funambulus	Funambulus pennantii	214.22	2.5	2.95	1852.375	102	282.464
Rodentia	Caviidae	Galea	Galea musteloides	48.18	7	2.7	7884	387	109.87
Rodentia	Caviidae	Galea	Galea spixii	90.02	6.75	2.2	20148	361	143.3
Rodentia	Capromyidae	Geocapromys	Geocapromys brownii	365	2	2	36354	1500	365
Rodentia	Capromyidae	Geocapromys	Geocapromys ingrahami	730	1.16	1	26280	1090	730
